file_size_kb,ext,double_ext,entropy_proxy,write_count_last_min,rename_flag,non_printable_pct,label
49.803,docx,0,6.929,5,1,69,1
260.285,enc,0,7.988,0,1,71,1
204.041,txt,0,8.0,0,0,23,1
593.369,pdf,0,8.0,1,1,2,1
60.624,bin,0,5.887,5,0,74,1
109.033,pptx,0,5.665,6,0,34,1
158.126,png,1,4.931,0,0,13,1
29.011,txt,0,2.301,3,0,12,1
432.163,png,0,8.0,0,1,66,1
67.408,exe,0,4.483,4,0,21,1
170.707,png,0,7.112,0,0,29,1
190.999,dll,0,8.0,5,0,100,1
64.214,bin,1,4.094,1,1,26,1
127.75,jpg,0,6.238,1,0,56,1
426.588,exe,0,8.0,3,1,100,1
19.125,dll,0,4.959,10,0,62,1
36.373,pptx,1,2.255,0,0,10,1
749.599,png,0,8.0,2,0,40,1
232.707,pptx,0,8.0,2,1,2,1
410.697,bin,0,6.461,2,0,30,1
20.682,dll,0,5.558,6,0,32,1
838.172,enc,1,8.0,1,1,100,1
264.404,exe,0,7.824,1,0,82,1
813.325,enc,0,8.0,4,0,79,1
150.343,xls,1,8.0,5,1,36,1
292.337,exe,0,8.0,7,0,11,1
464.156,pdf,0,4.109,4,0,9,1
185.513,exe,1,5.759,8,1,56,1
342.116,exe,1,7.089,6,0,24,1
445.601,exe,0,8.0,9,0,65,1
191.604,dll,0,3.416,6,0,6,1
213.704,dll,0,8.0,10,1,19,1
211.738,txt,0,3.484,4,1,3,1
316.842,docx,1,7.415,5,0,7,1
276.091,dll,0,7.648,0,0,48,1
668.285,dll,0,8.0,1,0,30,1
154.644,enc,0,4.876,2,1,15,1
129.162,dll,0,8.0,5,0,89,1
119.087,dll,1,4.28,8,0,23,1
102.938,dll,0,7.099,1,0,70,1
244.9,enc,1,8.0,7,0,59,1
883.757,xls,0,8.0,10,1,13,1
230.606,txt,0,5.624,0,0,37,1
205.226,docx,1,7.505,7,1,6,1
99.662,jpg,0,5.513,6,0,49,1
49.926,dll,0,2.643,5,0,14,1
171.123,jpg,0,8.0,4,0,8,1
331.7,dll,0,8.0,0,0,86,1
258.271,enc,0,4.951,6,0,35,1
232.229,pdf,0,8.0,4,1,13,1
249.476,docx,0,8.0,4,0,14,1
51.634,dll,0,2.529,7,1,5,1
345.288,txt,0,3.934,6,0,17,1
130.452,dll,0,7.573,9,0,92,1
406.517,dll,1,4.273,4,0,15,1
225.009,txt,1,3.905,6,0,18,1
51.847,xls,0,4.95,1,0,40,1
354.97,pptx,0,8.0,4,0,59,1
486.279,exe,0,4.4,9,1,6,1
32.859,pdf,0,3.702,6,1,34,1
538.962,enc,0,5.649,1,1,33,1
357.579,dll,0,8.0,5,0,100,1
126.791,dll,1,8.0,5,1,88,1
393.438,enc,0,7.954,7,1,59,1
243.714,dll,0,8.0,8,1,42,1
47.046,dll,1,3.839,2,0,38,1
120.004,pdf,0,8.0,3,0,16,1
211.51,pdf,0,7.942,1,0,77,1
122.563,dll,0,5.044,6,1,22,1
210.561,enc,0,8.0,7,0,43,1
59.222,enc,1,4.481,7,0,8,1
116.523,docx,0,4.08,7,1,7,1
332.222,dll,1,8.0,9,1,16,1
42.018,bin,0,6.682,8,1,100,1
242.394,dll,0,8.0,10,1,83,1
92.791,enc,1,7.764,1,0,55,1
126.116,jpg,1,7.761,4,0,54,1
200.871,dll,0,3.898,5,0,4,1
88.737,bin,1,3.213,8,1,11,1
125.155,png,0,3.792,4,0,11,1
156.485,enc,0,8.0,0,1,100,1
318.378,dll,0,8.0,8,0,48,1
98.313,dll,1,3.537,5,1,17,1
130.504,dll,0,4.932,8,1,41,1
98.188,dll,0,5.589,5,0,13,1
490.431,bin,0,7.357,6,1,14,1
78.926,exe,0,5.487,0,1,6,1
52.546,enc,0,7.342,6,0,100,1
126.322,bin,0,8.0,8,0,89,1
614.527,pdf,1,8.0,3,0,64,1
220.739,xls,0,4.705,9,0,6,1
258.827,exe,1,8.0,5,1,61,1
140.611,enc,1,6.199,4,1,50,1
341.1,enc,0,8.0,2,1,27,1
66.551,enc,0,6.242,6,1,88,1
153.656,txt,0,8.0,4,0,27,1
498.663,dll,0,6.288,0,0,12,1
433.515,txt,1,5.174,6,1,15,1
238.502,docx,0,3.764,0,0,16,1
118.183,enc,0,7.532,3,1,26,1
231.154,txt,0,8.0,6,0,53,1
27.37,png,0,2.768,7,0,6,1
454.835,dll,0,5.885,5,0,20,1
171.728,enc,0,8.0,5,1,10,1
110.566,jpg,0,5.218,5,0,12,1
724.345,docx,0,8.0,8,0,1,1
349.621,jpg,0,7.551,7,1,51,1
385.389,dll,1,5.626,4,1,29,1
283.701,exe,0,3.998,3,1,19,1
14.673,enc,0,3.832,10,0,8,1
129.318,exe,0,4.659,2,0,35,1
194.948,enc,0,8.0,3,0,11,1
196.476,dll,1,6.672,5,0,59,1
18.839,pdf,0,1.991,6,0,0,1
150.899,pdf,0,5.11,0,0,19,1
82.802,pptx,0,7.531,5,1,9,1
204.682,pdf,1,3.45,3,1,9,1
76.663,dll,1,4.564,11,0,1,1
88.102,dll,0,6.994,3,0,69,1
629.008,jpg,0,8.0,4,0,13,1
267.743,pdf,0,5.131,0,0,34,1
89.092,txt,1,8.0,0,1,31,1
156.533,dll,0,3.683,7,0,0,1
71.907,enc,0,4.44,4,1,12,1
84.85,enc,0,5.033,4,1,30,1
125.714,dll,0,4.76,7,1,0,1
63.012,enc,1,3.329,6,1,6,1
313.425,exe,0,8.0,5,0,69,1
196.095,jpg,0,5.863,5,0,52,1
42.438,dll,0,3.966,1,0,13,1
209.89,enc,0,8.0,4,1,20,1
99.347,pdf,0,7.648,5,0,66,1
125.048,exe,0,7.622,4,1,16,1
154.469,txt,0,5.708,0,0,11,1
43.958,dll,1,6.93,7,0,100,1
239.268,dll,1,7.23,2,0,37,1
10.389,enc,0,3.519,7,0,14,1
236.867,png,0,5.957,4,0,18,1
193.82,enc,0,8.0,4,1,64,1
51.354,xls,1,4.807,2,1,4,1
177.139,dll,0,3.767,4,1,11,1
438.682,dll,0,5.141,4,0,2,1
97.414,txt,1,8.0,6,0,100,1
497.342,pptx,1,8.0,1,0,85,1
49.623,jpg,0,3.259,4,0,10,1
149.844,png,0,8.0,5,0,20,1
59.166,xls,0,6.83,3,1,91,1
193.683,bin,1,6.62,7,1,53,1
122.226,pptx,0,7.923,5,1,27,1
168.305,dll,0,5.896,1,0,17,1
272.606,png,0,8.0,5,1,26,1
247.95,jpg,0,8.0,2,0,75,1
42.739,dll,0,3.273,3,1,35,1
77.093,docx,0,4.574,0,0,10,1
109.825,dll,0,8.0,10,1,48,1
58.206,pptx,0,5.72,8,0,33,1
61.268,dll,1,3.531,1,0,27,1
886.053,jpg,1,4.408,7,0,3,1
20.145,jpg,0,4.809,6,1,100,1
25.368,txt,0,6.227,14,0,4,1
93.508,docx,1,5.357,5,1,66,1
179.507,dll,1,4.766,2,0,19,1
94.255,enc,1,4.523,2,1,25,1
227.202,enc,0,7.824,2,0,22,1
8.553,enc,0,3.774,2,0,51,1
220.907,enc,1,4.204,3,0,21,1
622.308,pdf,1,8.0,4,0,86,1
71.009,txt,0,3.75,2,1,29,1
79.739,png,0,4.396,7,1,6,1
122.748,jpg,0,5.258,7,1,55,1
90.778,jpg,0,5.238,1,0,11,1
40.236,dll,1,2.377,8,1,6,1
360.106,dll,1,7.995,12,1,59,1
160.328,dll,0,8.0,6,0,68,1
280.552,jpg,0,6.469,4,1,17,1
190.016,exe,0,7.276,10,1,77,1
236.211,dll,0,7.558,3,0,34,1
27.594,enc,0,3.309,8,0,44,1
258.642,png,0,8.0,10,1,99,1
18.127,dll,0,5.62,0,1,91,1
594.529,txt,0,8.0,4,0,100,1
75.976,enc,0,3.166,9,1,2,1
22.527,png,0,5.495,6,0,41,1
344.668,enc,0,7.553,10,1,6,1
858.857,pptx,0,5.029,5,1,22,1
76.528,xls,0,5.234,10,1,27,1
272.216,dll,0,8.0,6,0,28,1
758.021,enc,0,8.0,5,1,57,1
110.438,jpg,0,5.994,9,0,5,1
154.841,dll,0,6.579,2,1,30,1
313.89,txt,0,4.145,4,1,18,1
183.989,enc,0,8.0,4,0,20,1
678.187,dll,0,8.0,8,1,14,1
40.7,pptx,0,6.237,3,0,75,1
558.941,xls,0,3.933,3,1,10,1
268.501,xls,0,8.0,8,1,100,1
62.551,dll,1,3.356,4,0,28,1
37.21,jpg,0,4.931,3,1,0,1
196.973,enc,1,4.804,9,0,18,1
38.119,dll,1,6.289,4,1,76,1
832.475,txt,0,8.0,8,0,100,1
423.192,docx,0,8.0,10,0,43,1
108.244,jpg,1,7.677,6,1,10,1
314.64,txt,0,7.766,4,0,65,1
120.561,enc,0,5.146,1,1,5,1
69.646,enc,1,7.121,0,1,85,1
67.46,exe,0,3.326,10,0,0,1
451.303,pdf,0,5.425,9,1,34,1
211.513,dll,0,8.0,2,0,91,1
154.297,enc,0,8.0,3,1,32,1
605.467,pdf,0,6.743,14,0,20,1
210.87,bin,1,8.0,11,1,100,1
247.95,jpg,0,4.329,6,1,14,1
18.68,exe,0,1.807,4,0,9,1
283.674,dll,0,8.0,2,1,8,1
398.699,pdf,0,8.0,6,0,23,1
309.585,dll,0,8.0,3,1,100,1
52.942,png,0,2.878,3,0,7,1
36.912,dll,0,6.683,8,0,87,1
305.455,jpg,0,4.231,1,1,21,1
54.642,png,0,6.619,4,1,47,1
45.468,dll,0,2.6,6,0,16,1
77.476,xls,0,7.807,2,1,100,1
390.235,exe,0,8.0,3,0,9,1
368.11,enc,0,8.0,1,1,70,1
149.236,xls,1,7.461,2,0,40,1
920.969,exe,0,8.0,5,0,32,1
170.349,bin,0,6.124,4,1,37,1
422.754,png,0,6.127,8,0,3,1
197.85,dll,0,7.881,5,1,57,1
137.838,dll,0,7.743,9,0,6,1
47.525,exe,0,6.385,6,0,19,1
338.293,exe,0,6.912,3,0,12,1
161.173,xls,0,7.537,5,1,90,1
520.925,dll,0,6.781,8,1,8,1
150.435,enc,0,5.957,0,0,43,1
53.323,dll,0,4.006,1,1,48,1
118.772,pptx,1,4.612,0,0,10,1
34.438,pdf,0,4.101,2,0,61,1
41.451,xls,0,3.005,2,1,26,1
76.351,enc,0,4.865,4,0,23,1
75.692,exe,0,7.076,4,1,80,1
102.376,txt,0,5.642,8,1,60,1
30.763,txt,0,4.587,9,0,54,1
212.969,enc,0,8.0,9,1,64,1
39.395,dll,0,3.141,6,0,23,1
37.191,txt,0,6.017,0,0,54,1
231.265,bin,0,5.055,7,0,22,1
245.305,docx,1,8.0,1,0,57,1
302.46,txt,0,8.0,2,0,91,1
423.323,exe,0,8.0,0,1,42,1
28.96,exe,0,4.69,9,0,8,1
42.255,docx,1,6.054,4,1,49,1
358.435,enc,0,6.768,1,0,35,1
264.917,png,0,6.571,0,1,42,1
258.449,pdf,0,5.506,3,1,14,1
393.084,exe,1,8.0,3,1,100,1
12.78,dll,0,2.28,6,1,17,1
404.311,exe,0,8.0,6,0,8,1
652.515,dll,1,6.805,0,0,43,1
77.898,jpg,0,2.769,4,0,9,1
183.755,exe,0,8.0,4,0,21,1
322.635,dll,0,6.163,3,0,41,1
459.301,docx,1,7.632,5,0,27,1
127.218,enc,0,4.574,4,0,28,1
122.456,png,1,5.839,3,0,40,1
150.559,bin,0,5.651,6,1,2,1
346.369,docx,0,8.0,5,0,21,1
348.853,exe,0,8.0,1,1,20,1
246.643,jpg,0,8.0,7,0,86,1
140.394,enc,1,4.708,8,0,43,1
213.13,enc,0,8.0,3,1,100,1
42.151,docx,0,7.449,5,1,67,1
59.491,dll,0,3.061,7,0,13,1
161.416,exe,0,7.939,7,1,18,1
35.672,exe,1,3.964,10,0,50,1
42.624,txt,0,7.525,7,0,42,1
201.506,exe,0,6.06,8,0,23,1
62.766,png,1,6.494,0,0,53,1
69.73,png,0,7.47,5,1,100,1
33.313,txt,1,5.466,5,0,59,1
48.724,exe,0,5.788,9,0,48,1
56.508,xls,1,5.752,3,0,9,1
444.985,xls,1,8.0,9,0,41,1
79.307,dll,0,6.55,1,0,58,1
47.624,enc,1,2.49,8,0,6,1
281.666,dll,0,8.0,4,0,78,1
58.949,dll,1,5.04,0,1,58,1
690.236,docx,0,4.92,7,0,23,1
243.308,enc,0,8.0,6,0,29,1
135.052,xls,0,3.103,5,1,9,1
267.716,txt,1,4.76,3,0,29,1
264.135,xls,1,8.0,4,1,93,1
205.806,pdf,1,5.097,5,0,30,1
89.314,enc,0,6.327,6,0,1,1
111.594,dll,0,4.75,7,1,0,1
146.586,dll,0,7.563,2,0,53,1
65.935,docx,0,4.861,0,0,27,1
105.011,pdf,0,4.397,4,0,15,1
417.012,png,0,8.0,0,0,84,1
155.874,exe,0,5.073,4,0,16,1
282.771,pptx,0,4.31,11,1,1,1
197.091,enc,0,6.635,6,0,69,1
45.342,enc,1,7.593,0,0,41,1
512.172,png,0,7.733,5,0,12,1
104.048,exe,0,5.36,5,0,43,1
44.87,png,0,5.675,5,1,97,1
211.512,pdf,1,6.546,0,1,8,1
377.763,pptx,0,8.0,6,0,66,1
306.64,jpg,1,5.432,3,1,19,1
269.705,exe,0,8.0,7,0,29,1
119.14,dll,0,5.127,2,0,54,1
104.909,dll,1,8.0,3,1,90,1
241.365,pdf,1,4.871,4,0,1,1
192.143,exe,0,6.349,9,0,40,1
136.728,enc,0,8.0,3,0,100,1
234.582,pptx,0,6.163,1,1,21,1
143.292,exe,0,4.083,5,1,20,1
387.678,png,0,3.646,2,0,6,1
171.37,txt,1,3.817,5,0,1,1
56.746,enc,1,4.443,1,1,30,1
263.146,pptx,1,8.0,9,0,100,1
335.729,pptx,0,8.0,3,0,65,1
46.948,txt,0,2.745,1,0,3,1
280.755,dll,1,8.0,2,0,40,1
55.314,dll,0,4.921,9,1,10,1
88.58,enc,0,3.818,9,1,13,1
243.74,enc,1,5.932,4,0,35,1
200.293,enc,0,3.964,4,1,5,1
110.622,dll,0,4.929,6,1,1,1
216.865,enc,0,8.0,2,0,69,1
548.351,docx,0,8.0,6,1,12,1
43.665,png,0,6.227,4,1,99,1
161.296,enc,0,6.86,4,0,9,1
162.212,dll,0,8.0,5,1,100,1
47.635,enc,0,5.48,5,1,72,1
55.421,xls,0,3.033,10,0,19,1
416.41,exe,0,8.0,4,0,2,1
111.277,jpg,0,3.046,8,1,4,1
302.595,exe,1,6.571,8,1,6,1
228.942,exe,1,6.14,2,0,59,1
458.835,xls,0,8.0,7,1,100,1
74.508,enc,0,6.126,5,0,46,1
273.403,exe,1,3.581,4,0,4,1
191.632,txt,0,8.0,5,1,78,1
160.431,exe,1,7.148,2,1,84,1
271.525,pptx,1,8.0,4,0,97,1
43.047,exe,1,3.91,2,1,25,1
167.345,exe,0,8.0,4,1,24,1
279.399,exe,0,8.0,3,0,44,1
188.208,xls,0,7.291,1,0,66,1
50.23,enc,0,3.901,6,1,35,1
214.562,pdf,0,3.516,7,1,2,1
38.719,dll,0,6.525,4,1,37,1
108.046,exe,0,6.432,2,0,83,1
792.752,enc,0,8.0,4,1,61,1
71.262,png,0,2.975,7,0,0,1
906.758,enc,0,8.0,0,0,9,1
37.871,dll,0,4.181,4,1,34,1
58.22,dll,0,5.605,3,0,42,1
35.843,dll,0,6.023,7,0,100,1
71.924,bin,0,2.781,3,1,8,1
136.467,pdf,1,7.804,7,1,87,1
250.381,xls,0,6.222,6,1,46,1
354.442,enc,0,7.431,8,0,19,1
412.115,docx,0,6.664,4,1,58,1
75.541,dll,0,5.291,7,0,14,1
242.892,exe,0,6.052,0,0,40,1
102.545,pdf,1,7.287,3,0,41,1
92.865,exe,0,3.638,10,0,3,1
538.407,pptx,0,7.51,6,0,65,1
173.719,dll,0,7.919,0,1,97,1
383.316,xls,0,8.0,2,1,7,1
344.793,exe,0,8.0,8,0,25,1
463.512,jpg,0,8.0,3,0,80,1
403.602,pdf,0,3.629,6,1,7,1
86.102,bin,1,8.0,0,0,100,1
250.204,exe,0,7.796,5,1,20,1
110.315,dll,1,7.008,5,1,81,1
34.158,exe,1,4.577,7,1,48,1
66.834,dll,0,4.122,7,1,8,1
48.937,pptx,0,4.011,1,1,24,1
13.949,enc,1,3.633,3,1,75,1
55.146,exe,0,6.077,6,0,66,1
42.944,pptx,0,3.26,11,0,2,1
242.454,exe,0,6.952,3,0,61,1
221.012,exe,0,8.0,8,1,50,1
106.661,enc,1,4.593,10,1,18,1
57.854,docx,1,4.602,7,0,17,1
470.465,enc,0,5.836,4,0,18,1
56.412,exe,1,6.341,5,0,100,1
158.623,dll,0,6.734,2,0,15,1
172.449,txt,0,8.0,9,1,0,1
115.137,txt,1,2.88,0,1,0,1
0.654,pptx,0,0.325,8,1,2,1
92.593,pptx,0,4.628,0,0,15,1
237.142,exe,0,6.06,3,1,22,1
188.307,exe,0,3.581,6,0,10,1
419.952,dll,0,4.297,9,1,2,1
233.861,dll,1,7.527,2,0,25,1
56.455,enc,0,4.626,0,0,20,1
195.017,enc,0,7.969,2,0,46,1
193.409,enc,0,6.209,2,1,66,1
519.602,jpg,1,8.0,2,0,88,1
99.547,pptx,0,5.817,4,0,9,1
268.27,enc,0,3.533,5,0,8,1
156.839,pdf,0,4.447,9,0,15,1
279.849,exe,0,8.0,7,0,85,1
173.892,enc,1,8.0,2,0,13,1
239.351,pdf,1,8.0,6,0,55,1
426.509,docx,1,5.166,2,0,23,1
283.966,enc,0,6.64,6,0,7,1
304.826,docx,1,4.928,2,1,32,1
238.737,enc,1,5.839,0,0,54,1
970.637,dll,0,8.0,3,1,100,1
259.477,jpg,0,8.0,5,0,48,1
44.011,exe,0,5.34,7,1,35,1
415.394,enc,0,8.0,2,0,53,1
793.327,txt,0,6.77,4,0,24,1
71.675,exe,1,5.774,1,1,11,1
692.805,dll,0,8.0,7,0,90,1
552.546,dll,0,8.0,7,0,100,1
85.223,exe,1,6.665,0,0,53,1
482.154,exe,0,8.0,8,1,6,1
168.294,dll,0,8.0,1,0,58,1
77.103,pptx,1,7.832,7,0,8,1
176.606,jpg,0,6.123,0,1,27,1
43.33,dll,0,5.032,4,1,60,1
37.339,bin,0,4.762,3,0,26,1
95.665,enc,1,6.882,5,0,28,1
338.094,dll,1,8.0,7,0,71,1
299.091,docx,0,6.716,5,0,41,1
392.904,enc,1,8.0,0,1,100,1
75.801,exe,0,6.317,4,0,6,1
471.712,jpg,0,7.264,9,0,35,1
121.258,bin,0,6.262,3,0,78,1
66.773,exe,0,8.0,4,1,86,1
341.462,enc,0,8.0,0,0,8,1
78.172,pptx,0,6.645,1,0,8,1
81.033,exe,0,7.331,9,0,100,1
191.445,exe,0,3.461,5,0,1,1
184.659,enc,0,4.189,6,0,1,1
692.231,docx,0,4.887,7,1,17,1
78.146,dll,1,6.663,8,1,37,1
853.454,enc,0,8.0,2,0,100,1
23.281,xls,0,4.15,11,1,69,1
356.653,dll,1,7.341,4,0,53,1
27.817,exe,0,6.626,0,0,100,1
100.108,dll,1,4.978,0,1,24,1
132.069,exe,1,3.25,3,1,16,1
181.682,bin,0,4.714,3,1,3,1
249.163,enc,0,3.702,1,0,13,1
135.496,dll,0,5.138,6,0,53,1
159.799,png,1,8.0,0,1,27,1
38.497,exe,1,3.235,8,0,17,1
555.844,docx,0,8.0,6,1,85,1
110.049,enc,0,6.976,0,0,83,1
582.232,exe,0,7.934,4,0,42,1
548.869,pdf,0,8.0,9,0,74,1
90.788,pdf,0,8.0,0,1,65,1
226.409,exe,0,8.0,0,1,100,1
97.315,enc,0,6.49,5,1,33,1
417.689,png,0,7.527,0,1,63,1
124.628,exe,0,8.0,6,0,100,1
522.488,exe,0,5.469,3,0,2,1
532.419,enc,0,4.715,3,0,7,1
285.489,png,0,8.0,3,1,5,1
206.19,jpg,1,5.517,5,0,27,1
209.401,png,0,3.967,2,0,1,1
936.488,jpg,0,8.0,6,0,8,1
96.878,exe,0,6.207,4,0,68,1
172.095,enc,0,4.426,11,1,0,1
599.953,txt,0,7.575,1,0,46,1
131.926,dll,0,3.541,3,1,16,1
710.727,pdf,0,6.011,0,0,32,1
40.993,bin,0,2.635,2,0,18,1
193.37,bin,1,6.565,5,0,5,1
41.557,dll,0,5.39,2,1,93,1
177.324,pptx,1,8.0,10,1,65,1
108.286,exe,0,5.628,7,1,28,1
215.599,enc,0,4.351,7,0,0,1
17.89,docx,1,4.266,6,0,87,1
44.975,pptx,0,7.461,5,0,100,1
234.485,enc,0,4.233,0,0,20,1
225.291,dll,0,3.455,3,1,1,1
601.984,enc,0,8.0,7,0,63,1
87.191,pptx,1,6.144,7,1,36,1
73.048,bin,0,8.0,7,1,23,1
57.915,exe,0,6.014,5,1,42,1
1110.409,docx,0,5.533,0,0,7,1
234.685,exe,0,4.89,5,0,22,1
62.743,exe,0,3.086,3,1,8,1
53.386,bin,0,7.202,7,1,65,1
220.515,xls,1,8.0,2,1,51,1
22.373,png,1,5.934,6,0,100,1
738.43,jpg,1,8.0,5,1,24,1
52.143,jpg,0,3.003,9,1,15,1
47.035,exe,0,7.166,3,0,100,1
156.344,dll,0,8.0,3,0,65,1
427.889,enc,1,7.604,3,1,59,1
491.457,pptx,0,8.0,9,1,12,1
183.223,enc,0,8.0,5,0,100,1
34.217,docx,0,4.733,4,1,38,1
633.646,dll,0,8.0,4,0,95,1
199.839,exe,0,8.0,8,0,65,1
552.611,enc,0,8.0,10,0,17,1
179.414,enc,1,5.879,6,0,24,1
66.67,dll,0,3.172,5,0,9,1
80.146,jpg,0,4.778,7,0,49,1
222.838,bin,0,5.278,4,1,9,1
140.418,dll,1,6.701,5,0,68,1
463.21,dll,1,4.968,1,1,8,1
98.633,enc,0,4.988,4,0,48,1
656.278,dll,0,3.971,2,0,3,1
96.435,enc,0,4.749,4,0,29,1
718.737,txt,0,8.0,2,1,49,1
28.817,png,0,2.794,5,0,10,1
572.914,pdf,0,7.491,1,0,22,1
232.45,dll,0,3.602,7,1,0,1
284.15,enc,0,7.97,4,0,12,1
393.704,enc,0,3.92,4,0,0,1
172.54,dll,0,4.863,8,1,6,1
40.423,exe,0,3.36,7,0,19,1
370.212,txt,0,8.0,3,1,100,1
321.044,dll,1,4.588,6,1,11,1
67.467,enc,0,2.907,0,1,12,1
180.073,dll,0,3.397,2,0,8,1
264.835,bin,1,3.652,9,1,2,1
45.429,pdf,1,5.035,3,0,46,1
515.806,exe,0,5.391,12,0,26,1
75.212,dll,0,5.47,3,1,63,1
511.241,exe,0,4.972,7,1,1,1
21.639,pdf,1,4.562,5,0,66,1
49.601,docx,0,2.903,6,0,3,1
167.885,enc,0,5.663,5,0,11,1
194.284,dll,0,8.0,3,0,100,1
251.726,jpg,0,5.468,3,0,47,1
25.806,txt,0,3.22,3,0,38,1
279.905,docx,0,8.0,5,0,0,1
133.796,jpg,0,3.782,4,1,19,1
373.582,pptx,0,6.815,1,0,4,1
40.28,enc,0,4.207,4,0,43,1
219.517,txt,0,4.428,4,0,8,1
990.254,exe,0,6.622,5,0,23,1
291.399,pptx,0,8.0,9,1,44,1
80.133,dll,0,6.441,8,0,23,1
72.917,exe,0,7.101,0,0,33,1
28.078,bin,0,6.236,7,0,10,1
61.743,dll,1,3.438,6,0,27,1
123.107,docx,0,6.353,4,1,64,1
160.491,jpg,0,5.657,6,1,1,1
75.367,enc,0,6.414,0,0,51,1
47.921,xls,1,3.771,7,1,15,1
80.758,exe,0,4.008,6,0,27,1
225.059,png,0,3.698,6,1,7,1
164.564,enc,0,8.0,5,0,100,1
41.177,png,0,3.216,11,0,22,1
507.621,enc,0,8.0,0,0,97,1
131.823,exe,1,8.0,2,0,2,1
61.646,enc,0,6.689,5,0,69,1
264.098,docx,1,6.354,0,0,59,1
114.787,xls,0,5.403,9,1,36,1
99.483,exe,0,7.388,8,1,41,1
127.93,enc,0,8.0,10,0,100,1
325.879,enc,0,6.53,10,1,5,1
166.252,enc,1,6.051,1,0,12,1
480.454,jpg,1,5.456,6,0,1,1
111.773,jpg,0,6.912,4,1,34,1
323.421,docx,0,8.0,4,1,78,1
134.177,jpg,0,4.385,0,0,17,1
47.04,exe,0,3.26,8,0,7,1
33.492,dll,0,6.015,9,0,87,1
75.408,pptx,1,5.715,9,0,73,1
245.452,exe,0,8.0,4,0,8,1
147.402,pptx,0,6.175,7,1,0,1
447.404,png,0,7.514,9,1,28,1
320.74,exe,0,8.0,4,0,65,1
32.062,docx,0,4.535,3,1,55,1
209.27,dll,0,8.0,0,0,100,1
10.511,dll,1,3.865,9,0,2,1
22.918,exe,1,2.606,6,0,0,1
279.782,bin,1,8.0,2,1,4,1
39.185,xls,0,4.016,8,1,28,1
124.269,jpg,0,8.0,1,0,15,1
81.098,txt,0,4.079,10,1,23,1
151.211,exe,0,4.913,8,0,42,1
59.61,exe,0,3.56,8,1,20,1
355.811,enc,0,5.382,3,1,13,1
297.068,txt,0,6.489,0,1,50,1
193.746,exe,0,4.028,2,1,5,1
580.399,exe,1,7.401,8,0,32,1
25.827,dll,0,2.877,2,0,8,1
161.176,exe,1,6.249,3,0,64,1
293.937,enc,0,4.061,6,0,15,1
101.497,enc,0,4.907,6,0,50,1
175.555,exe,0,8.0,9,1,100,1
77.984,exe,0,7.843,8,1,84,1
47.73,pptx,0,4.794,4,1,15,1
50.579,enc,1,6.462,6,1,94,1
451.402,xls,0,8.0,2,1,76,1
397.851,exe,1,5.912,3,0,45,1
259.223,enc,0,5.082,4,0,23,1
116.955,bin,0,8.0,7,0,79,1
774.648,docx,0,4.616,8,0,8,1
80.664,exe,0,7.223,5,1,10,1
604.381,exe,0,4.527,4,0,18,1
72.01,txt,0,4.215,2,0,44,1
565.409,xls,0,8.0,9,0,19,1
39.259,exe,0,3.773,7,1,19,1
212.031,docx,0,8.0,8,0,48,1
760.566,jpg,0,4.56,2,0,1,1
49.397,exe,0,6.654,3,0,74,1
126.103,xls,0,6.896,6,1,6,1
36.618,pptx,0,7.002,10,0,81,1
200.819,pdf,1,8.0,5,0,49,1
26.361,pptx,0,3.258,2,0,3,1
91.341,exe,0,6.838,11,0,44,1
538.587,dll,0,8.0,1,0,77,1
279.523,dll,1,3.813,1,1,9,1
409.98,dll,0,7.071,9,1,32,1
225.302,pptx,0,8.0,7,0,84,1
237.985,exe,0,8.0,5,0,78,1
227.571,pdf,0,8.0,4,1,61,1
43.946,dll,0,6.534,8,1,21,1
127.774,txt,0,3.058,2,0,1,1
151.261,bin,0,5.623,3,1,26,1
310.989,jpg,0,8.0,2,1,63,1
241.719,docx,0,6.898,5,0,11,1
170.538,dll,1,8.0,9,0,72,1
49.123,exe,0,4.61,1,0,54,1
50.309,enc,0,5.738,6,0,47,1
138.129,dll,0,7.861,6,0,38,1
79.952,enc,0,4.983,4,1,49,1
28.322,enc,0,3.147,6,0,30,1
136.96,dll,0,3.591,4,1,17,1
175.859,enc,1,5.652,9,0,29,1
37.377,exe,0,5.116,2,0,72,1
50.565,xls,0,2.994,2,0,11,1
172.494,exe,1,7.307,3,0,89,1
174.939,exe,1,3.909,3,0,16,1
90.041,bin,0,4.59,9,0,8,1
39.319,bin,0,2.536,3,1,3,1
177.58,exe,0,6.566,5,1,72,1
110.717,pdf,1,7.824,4,1,10,1
81.121,jpg,0,8.0,4,0,100,1
132.995,exe,1,4.785,0,0,11,1
47.171,bin,0,5.395,7,1,64,1
270.059,pdf,0,8.0,9,0,35,1
47.836,enc,0,6.031,0,0,19,1
90.331,dll,0,8.0,5,0,63,1
241.986,xls,0,7.318,5,0,4,1
574.773,dll,0,8.0,5,0,94,1
409.842,bin,1,8.0,4,0,100,1
176.193,dll,0,4.244,3,1,30,1
128.445,pptx,0,4.819,8,0,17,1
317.78,dll,1,8.0,7,1,100,1
195.064,bin,1,8.0,5,0,69,1
433.198,jpg,0,4.812,9,0,27,1
611.862,txt,0,4.859,6,0,7,1
311.979,enc,0,7.322,8,0,35,1
